189	-4.899534392
190	-4.988623147
191	-5.056772909
192	-5.124962184
193	-5.20366047
194	-5.292907278
195	-5.3821936
196	-5.471479921
197	-5.571314766
198	-5.660759141
199	-5.760910091
200	-5.850591545
201	-5.940272998
202	-6.029993965
203	-6.109166409
204	-6.188378365
205	-6.267590322
206	-6.357271776
207	-6.436404706
208	-6.515419097
209	-6.594314948
210	-6.704816856
211	-6.815476816
212	-6.926215803
213	-7.01581823
214	-7.084086532
215	-7.152038728
216	-7.198498746
217	-7.244642658
218	-7.300979474
219	-7.367509195
220	-7.465328867
221	-7.562832433
222	-7.660019894
223	-7.788497305
224	-7.916698124
225	-8.055131361
226	-8.182699969
227	-8.288815912
228	-8.394655262
229	-8.479002434
230	-8.552366437
231	-8.593650226
232	-8.63449937
233	-8.664404858
234	-8.704424225
235	-8.743969433
236	-8.782961456
237	-8.800263735
238	-8.806424793
239	-8.790896106
240	-8.774774722
241	-8.747551629
242	-8.698757332
243	-8.649488876
244	-8.589276766
245	-8.518041973
246	-8.435784499
247	-8.342425317
248	-8.237964427
249	-8.122441343
250	-8.006404586
251	-7.900560734
252	-7.79434086
253	-7.687723266
254	-7.580641666
255	-7.494193106
256	-7.396692503
257	-7.309342703
258	-7.211152461
259	-7.102154918
260	-6.992898599
261	-6.872901267
262	-6.763193681
263	-6.642639283
264	-6.511310727
265	-6.379723396
266	-6.258458954
267	-6.126426725
268	-5.994181603
269	-5.861802614
270	-5.729296128
271	-5.596734801
272	-5.464191289
273	-5.331659224
274	-5.199204891
275	-5.077416327
276	-4.945163342
277	-4.802419163
278	-4.670280836
279	-4.538133551
280	-4.406043596
281	-4.273971456
282	-4.152465655
283	-4.03097767
284	-3.909401701
285	-3.777261881
286	-3.645206164
287	-3.523822585
288	-3.402489966
289	-3.270587125
290	-3.149316911
291	-3.017648562
292	-2.860948055
293	-2.709100729
294	-2.557304361
295	-2.392958125
296	-2.228768647
297	-2.077341301
298	-1.926015489
299	-1.787274633
300	-1.648401482
301	-1.496829338
302	-1.3451249
303	-1.193248655
304	-1.041295633
305	-0.8892540827
306	-0.7498412518
307	-0.6231009054
308	-0.5090330435
309	-0.3699653279
310	-0.2185317302
311	-0.05476000962
312	0.08356645843
313	0.2091094049
314	0.3596522051
315	0.4973997297
316	0.6350137098
317	0.7725058992
318	0.8973095988
319	1.009424808
320	1.108907047
321	1.195689042
322	1.282365251
323	1.356313457
324	1.430167632
325	1.516629019
326	1.602956862
327	1.689151161
328	1.812939771
329	1.936511559
330	2.072579523
331	2.208588717
332	2.344579641
333	2.455343959
334	2.566004302
335	2.676527528
336	2.774380079
337	2.872217317
338	2.944850325
339	3.004845802
340	3.077359523
341	3.149763884
342	3.234681104
343	3.319600002
344	3.396706331
345	3.47865545
346	3.590664037
347	3.702594407
348	3.829485367
349	3.941329971
350	4.038138278
351	4.134869077
352	4.246570525
353	4.373232563
354	4.469810147
355	4.551384577
356	4.602907696
357	4.654386449
358	4.705820837
359	4.802255904
360	4.913717848
361	5.025135427
362	5.151546739
363	5.277959854
364	5.389313588
365	5.500589813
366	5.596783574
367	5.692886801
368	5.788988865
369	5.885159018
370	5.98140732
371	6.077667484
372	6.173916425
373	6.25501365
374	6.335928005
375	6.431618278
376	6.527154858
377	6.62255235
378	6.702772654
379	6.752782347
380	6.802657626
381	6.852430927
382	6.902056081
383	6.951482244
384	7.015673589
385	7.094607032
386	7.173267557
387	7.25165049
388	7.389774397
389	7.527528375
390	7.649902085
391	7.75691861
392	7.863546797
393	7.954753223
394	8.045483651
395	8.120653813
396	8.18023595
397	8.254264768
398	8.312710236
399	8.370633538
400	8.44296641
401	8.544723868
402	8.630791615
403	8.686233238
404	8.681120393
405	8.660475042
406	8.624375788
407	8.587791477
408	8.550717433
409	8.498157052
410	8.460057084
411	8.421402516
412	8.367155247
413	8.282263154
414	8.19677935
415	8.080646045
416	7.96392103
417	7.846636739
418	7.743780135
419	7.610338315
420	7.491384084
421	7.371985705
422	7.267158193
423	7.176901547
424	7.086172994
425	6.979957518
426	6.858282879
427	6.70618958
428	6.553707651
429	6.40089261
430	6.2477167
431	6.109250452
432	5.985577145
433	5.861709523
434	5.737675346
435	5.598459598
436	5.444117798
437	5.28966496
438	5.12011383
439	4.950479422
440	4.765746722
441	4.625975788
442	4.493383247
443	4.337447391
444	4.156211582
445	3.974725939
446	3.793018223
447	3.636277348
448	3.504586595
449	3.385407022
450	3.266144171
451	3.1719592
452	3.052474275
453	2.932906072
454	2.82584905
455	2.706142051
456	2.598946233
457	2.479128196
458	2.346715702
459	2.214287894
460	2.069211787
461	1.936709442
462	1.816780858
463	1.709392893
464	1.627140003
465	1.544805514
466	1.449822726
467	1.329658084
468	1.209439601
469	1.064044647
470	0.9438842
471	0.823835629
472	0.7039043181
473	0.5840902675
474	0.4392045602
475	0.3069920442
476	0.212608493
477	0.1182096287
478	0.01120099301
479	-0.1084227982
480	-0.202906129
481	-0.2721549533
482	-0.3539195032
483	-0.4481790816
484	-0.5549668319
485	-0.6490606937
486	-0.7304275239
487	-0.8225954377
488	-0.9548783658
489	-1.1292891
490	-1.335279117
491	-1.530588038
492	-1.736312909
493	-1.941872063
494	-2.126135311
495	-2.299684319
496	-2.441422041
497	-2.551447907
498	-2.661506916
499	-2.729338689
500	-2.797037889
501	-2.853989705
502	-2.910808949
503	-2.978044142
504	-3.045113619
505	-3.122565902
506	-3.210434136
507	-3.287621273
508	-3.375257503
509	-3.46286059
510	-3.571593866
511	-3.669844906
512	-3.768095946
513	-3.855798463
514	-3.943534123
515	-4.041818307
516	-4.12958711
517	-4.217355914
518	-4.28395372
519	-4.33989591
520	-4.395737376
521	-4.451478118
522	-4.517666659
523	-4.594329774
524	-4.670879424
525	-4.747315612
526	-4.834220002
527	-4.931671621
528	-5.02926726
529	-5.116491537
530	-5.203899347
531	-5.291451177
532	-5.389701918
533	-5.519709105
534	-5.639299048
535	-5.769477027
536	-5.91020353
537	-6.022655089
538	-6.131553461
539	-6.249223763
540	-6.358122135
541	-6.458209064
542	-6.55813794
543	-6.666562154
544	-6.774828315
545	-6.882936423
546	-6.990965505
547	-7.090183143
548	-7.189321756
549	-7.288262802
550	-7.395699186
551	-7.493968508
552	-7.600575114
553	-7.715479492
554	-7.812365852
555	-7.908738541
556	-7.995865141
557	-8.07370614
558	-8.159805397
559	-8.271746285
560	-8.374480599
561	-8.47681978
562	-8.570031413
563	-8.627799707
564	-8.667589497
565	-8.698172712
566	-8.754637071
567	-8.801894855
568	-8.839946064
569	-8.860137308
570	-8.897556306
571	-8.925887268
572	-8.936397779
573	-8.93779985
574	-8.930079449
575	-8.913130776
576	-8.895692617
577	-8.886536901
578	-8.850417858
579	-8.804912489
580	-8.750060308
581	-8.703477831
582	-8.638816126
583	-8.556048419
584	-8.446369636
585	-8.309819291
586	-8.172719544
587	-8.026292095
588	-7.879315242
589	-7.749332847
590	-7.618728393
591	-7.487455996
592	-7.329239381
593	-7.179245293
594	-7.046403715
595	-6.904504657
596	-6.771098348
597	-6.619935287
598	-6.477331262
599	-6.352097716
600	-6.22668442
601	-6.101091373
602	-5.96658616
603	-5.849530453
604	-5.741152321
605	-5.632758862
606	-5.524316932
607	-5.407054602
608	-5.27907787
609	-5.142242357
610	-5.005396901
611	-4.868562198
612	-4.731670976
613	-4.584190718
614	-4.436642187
615	-4.289092655
616	-4.152185678
617	-4.015451759
618	-3.868314615
619	-3.721267252
620	-3.563761144
621	-3.416909346
622	-3.280644584
623	-3.155022376
624	-3.029438681
625	-2.893356729
626	-2.76794084
627	-2.632066208
628	-2.496376388
629	-2.350378375
630	-2.204660205
631	-2.069679621
632	-1.934841232
633	-1.800206247
634	-1.655264672
635	-1.478919459
636	-1.302816178
637	-1.137437066
638	-0.9933476377
639	-0.859910707
640	-0.7265222327
641	-0.5719633632
642	-0.4278904362
643	-0.2837826877
644	-0.129030692
645	0.01526312055
646	0.1597081756
647	0.2937228068
648	0.4172461115
649	0.5466455714
650	0.6907094784
651	0.8221528459
652	0.9535755163
653	1.097577332
654	1.24168564
655	1.385872681
